source,L_Lsun,R_Rsun,M_total_Msun,A_V,m_nuc,D_L_Gpc,DM,R_max_Rsun,validity,m_unlensed,mu_cusp,m_lensed,flux_ratio,delta_m_peak,P_inject_days,detector,threshold,recovery_fraction,binom_se,n_inj,seed,aperture_note,source_label
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.35,37.72,3500.0,VALID,34.10443692659803,336324.7114603809,21.287539980905812,0.12161412169111692,0.12460867161244649,18.0071,blind_harmonic_sum,0.804701,0.5400,0.0352,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.35,37.72,3500.0,VALID,34.10443692659803,336324.7114603809,21.287539980905812,0.12161412169111692,0.12460867161244649,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.5,38.49,3500.0,VALID,34.87443692659802,336324.7114603809,22.05753998090581,0.05983895596920486,0.06309969654062791,18.0071,global_max,0.427687,0.4650,0.0353,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.5,38.49,3500.0,VALID,34.87443692659802,336324.7114603809,22.05753998090581,0.05983895596920486,0.06309969654062791,18.0071,blind_harmonic_sum,0.804701,0.1700,0.0266,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.5,38.49,3500.0,VALID,34.87443692659802,336324.7114603809,22.05753998090581,0.05983895596920486,0.06309969654062791,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.7,39.23,3500.0,VALID,35.61443692659802,336324.7114603809,22.797539980905803,0.030268019677742408,0.03237554798955235,18.0071,global_max,0.427687,0.0150,0.0086,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.7,39.23,3500.0,VALID,35.61443692659802,336324.7114603809,22.797539980905803,0.030268019677742408,0.03237554798955235,18.0071,blind_harmonic_sum,0.804701,0.0100,0.0070,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.7,39.23,3500.0,VALID,35.61443692659802,336324.7114603809,22.797539980905803,0.030268019677742408,0.03237554798955235,18.0071,oracle_single_freq,0.093194,0.8850,0.0226,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,23.217539980905805,0.020558148917251037,0.022094386996779933,18.0071,global_max,0.427687,0.0150,0.0086,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,23.217539980905805,0.020558148917251037,0.022094386996779933,18.0071,blind_harmonic_sum,0.804701,0.0200,0.0099,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,23.217539980905805,0.020558148917251037,0.022094386996779933,18.0071,oracle_single_freq,0.093194,0.6350,0.0340,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
